score_id,user_id,company_id,date,churn_probability,state,logins_that_day,time_spent_mins
88070,273,3,2025-07-31,0.95,Churned,0,0.0
88071,273,3,2025-08-05,0.95,Churned,1,8.18
88072,273,3,2025-08-12,0.95,Churned,1,9.73
88073,273,3,2025-08-17,0.95,Churned,1,11.72
88074,273,3,2025-08-21,0.95,Churned,1,7.19
88075,273,3,2025-08-26,0.95,Churned,1,16.71
88076,273,3,2025-08-29,0.95,Churned,0,0.0
88077,273,3,2025-09-03,0.95,Churned,0,0.0
88078,273,3,2025-09-06,0.95,Churned,0,0.0
88079,273,3,2025-09-10,0.91,Churned,2,36.4
88080,273,3,2025-09-13,0.95,Churned,1,16.39
88081,273,3,2025-09-16,0.95,Churned,1,7.32
88082,273,3,2025-09-22,0.95,Churned,1,23.21
88083,273,3,2025-09-28,0.95,Churned,0,0.0
88084,273,3,2025-10-02,0.95,Churned,0,0.0
88085,273,3,2025-10-08,0.95,Churned,0,0.0
88086,273,3,2025-10-12,0.95,Churned,0,0.0
88087,273,3,2025-10-16,0.95,Churned,1,10.32
88088,273,3,2025-10-20,0.95,Churned,0,0.0
88089,273,3,2025-10-25,0.95,Churned,1,12.21
88090,273,3,2025-10-31,0.95,Churned,0,0.0
88091,273,3,2025-11-06,0.95,Churned,0,0.0
88092,273,3,2025-11-12,0.95,Churned,0,0.0
88093,273,3,2025-11-15,0.95,Churned,1,5.48
88094,273,3,2025-11-18,0.95,Churned,0,0.0
88095,273,3,2025-11-24,0.95,Churned,0,0.0
88096,273,3,2025-11-28,0.95,Churned,0,0.0
88097,273,3,2025-12-04,0.95,Churned,0,0.0
88098,273,3,2025-12-08,0.95,Churned,0,0.0
88099,273,3,2025-12-11,0.95,Churned,1,8.62
88100,273,3,2025-12-17,0.95,Churned,0,0.0
88101,273,3,2025-12-22,0.95,Churned,0,0.0
88102,273,3,2025-12-27,0.95,Churned,0,0.0
88103,273,3,2025-12-30,0.95,Churned,0,0.0
88104,273,3,2026-01-03,0.95,Churned,1,23.33
88105,273,3,2026-01-10,0.95,Churned,1,9.14
88106,273,3,2026-01-14,0.95,Churned,0,0.0
88107,273,3,2026-01-18,0.95,Churned,1,13.72
88108,273,3,2026-01-24,0.95,Churned,1,20.69
88109,273,3,2026-01-30,0.95,Churned,0,0.0
88110,273,3,2026-02-05,0.95,Churned,1,9.04
88111,273,3,2026-02-10,0.95,Churned,1,7.66
88112,273,3,2026-02-16,0.95,Churned,1,15.29
88113,273,3,2026-02-20,0.95,Churned,0,0.0
88114,273,3,2026-02-25,0.95,Churned,1,21.0
88115,273,3,2026-03-01,0.95,Churned,1,22.27
88116,273,3,2026-03-04,0.95,Churned,0,0.0
88117,273,3,2026-03-07,0.91,Churned,2,39.25
88118,273,3,2026-03-14,0.95,Churned,0,0.0
88119,273,3,2026-03-21,0.95,Churned,1,16.44
88120,273,3,2026-03-25,0.95,Churned,0,0.0
88121,273,3,2026-03-29,0.95,Churned,0,0.0
88122,273,3,2026-04-03,0.95,Churned,0,0.0
88123,273,3,2026-04-06,0.95,Churned,0,0.0
88124,273,3,2026-04-11,0.95,Churned,1,14.04
88125,273,3,2026-04-15,0.95,Churned,0,0.0
88126,273,3,2026-04-22,0.95,Churned,0,0.0
88127,273,3,2026-04-25,0.95,Churned,0,0.0
88128,273,3,2026-04-28,0.95,Churned,0,0.0
88129,273,3,2026-05-01,0.95,Churned,0,0.0
88130,273,3,2026-05-04,0.95,Churned,1,6.79
88131,273,3,2026-05-11,0.95,Churned,0,0.0
88132,273,3,2026-05-18,0.95,Churned,0,0.0
88133,273,3,2026-05-22,0.95,Churned,0,0.0
88134,273,3,2026-05-28,0.95,Churned,0,0.0
88135,273,3,2026-06-02,0.95,Churned,0,0.0
88136,273,3,2026-06-05,0.95,Churned,0,0.0
88137,273,3,2026-06-12,0.95,Churned,0,0.0
88138,273,3,2026-06-15,0.95,Churned,0,0.0
88139,273,3,2026-06-19,0.95,Churned,0,0.0
88140,273,3,2026-06-22,0.95,Churned,0,0.0
88141,273,3,2026-06-25,0.95,Churned,0,0.0
88142,273,3,2026-06-29,0.95,Churned,0,0.0
88143,274,3,2022-08-20,0.7796,Churned,3,25.74
88144,274,3,2022-08-27,0.8296,Churned,1,12.47
88145,274,3,2022-08-31,0.7896,Churned,2,15.94
88146,274,3,2022-09-05,0.7496,Churned,3,20.74
88147,274,3,2022-09-10,0.7096,Churned,3,33.39
88148,274,3,2022-09-13,0.6696,Churned,2,29.68
88149,274,3,2022-09-20,0.7696,Churned,1,3.85
88150,274,3,2022-09-26,0.8696,Churned,1,6.24
88151,274,3,2022-09-30,0.8296,Churned,2,12.08
88152,274,3,2022-10-07,0.9296,Churned,1,8.44
88153,274,3,2022-10-14,0.8896,Churned,3,32.21
88154,274,3,2022-10-20,0.9396,Churned,1,11.76
88155,274,3,2022-10-23,0.95,Churned,1,8.46
88156,274,3,2022-10-28,0.95,Churned,1,17.83
88157,274,3,2022-11-03,0.95,Churned,1,13.64
88158,274,3,2022-11-08,0.91,Churned,3,28.11
88159,274,3,2022-11-14,0.87,Churned,2,12.87
88160,274,3,2022-11-17,0.83,Churned,3,37.38
88161,274,3,2022-11-23,0.79,Churned,2,16.74
88162,274,3,2022-11-26,0.75,Churned,2,25.89
88163,274,3,2022-11-29,0.71,Churned,2,22.01
88164,274,3,2022-12-04,0.81,Churned,1,4.66
88165,274,3,2022-12-08,0.86,Churned,1,15.13
88166,274,3,2022-12-13,0.82,Churned,3,25.68
88167,274,3,2022-12-17,0.78,Churned,3,24.43
88168,274,3,2022-12-20,0.88,Churned,1,0.58
88169,274,3,2022-12-23,0.84,Churned,2,17.18
88170,274,3,2022-12-26,0.8,Churned,3,30.11
88171,274,3,2023-01-02,0.76,Churned,3,37.27
88172,274,3,2023-01-08,0.72,Churned,2,29.32
88173,274,3,2023-01-13,0.68,Churned,2,19.77
88174,274,3,2023-01-20,0.73,Churned,1,17.31
88175,274,3,2023-01-23,0.69,Churned,2,17.52
88176,274,3,2023-01-26,0.65,Churned,3,25.82
88177,274,3,2023-01-29,0.61,Churned,2,26.7
88178,274,3,2023-02-03,0.66,Churned,1,15.8
88179,274,3,2023-02-08,0.62,Churned,2,12.15
88180,274,3,2023-02-11,0.58,Churned,2,17.4
88181,274,3,2023-02-18,0.63,Churned,1,15.89
88182,274,3,2023-02-25,0.73,Churned,1,8.24
88183,274,3,2023-03-01,0.69,Churned,3,38.95
88184,274,3,2023-03-04,0.65,Churned,3,29.4
88185,274,3,2023-03-08,0.61,Churned,3,31.22
88186,274,3,2023-03-13,0.57,Churned,3,36.1
88187,274,3,2023-03-18,0.53,Churned,3,30.9
88188,274,3,2023-03-24,0.49,Churned,2,20.22
88189,274,3,2023-03-31,0.45,Churned,3,31.51
88190,274,3,2023-04-04,0.41,Churned,2,18.79
88191,274,3,2023-04-11,0.37,Churned,3,37.28
88192,274,3,2023-04-18,0.33,Churned,3,26.98
88193,274,3,2023-04-25,0.29,Churned,3,37.55
88194,274,3,2023-04-29,0.25,Churned,2,16.31
88195,274,3,2023-05-02,0.21,Churned,3,39.09
88196,274,3,2023-05-06,0.17,Churned,2,28.63
88197,274,3,2023-05-13,0.13,Churned,2,25.5
88198,274,3,2023-05-20,0.09,Churned,2,12.06
88199,274,3,2023-05-25,0.05,Churned,2,19.36
88200,274,3,2023-05-31,0.01,Churned,2,23.11
88201,274,3,2023-06-06,0.11,Churned,1,4.92
88202,274,3,2023-06-12,0.07,Churned,3,31.87
88203,274,3,2023-06-19,0.12,Churned,1,19.9
88204,274,3,2023-06-23,0.08,Churned,2,11.33
88205,274,3,2023-06-29,0.04,Churned,2,13.05
88206,274,3,2023-07-05,0.01,Churned,3,27.16
88207,274,3,2023-07-10,0.01,Churned,3,31.16
88208,274,3,2023-07-13,0.11,Churned,1,9.9
88209,274,3,2023-07-17,0.07,Churned,3,38.63
88210,274,3,2023-07-20,0.03,Churned,3,33.39
88211,274,3,2023-07-26,0.13,Churned,1,6.65
88212,274,3,2023-07-29,0.23,Churned,1,6.2
88213,274,3,2023-08-03,0.19,Churned,3,30.47
88214,274,3,2023-08-06,0.15,Churned,3,24.79
88215,274,3,2023-08-09,0.11,Churned,2,19.51
88216,274,3,2023-08-14,0.07,Churned,3,25.86
88217,274,3,2023-08-19,0.03,Churned,3,37.87
88218,274,3,2023-08-26,0.08,Churned,1,14.98
88219,274,3,2023-08-30,0.13,Churned,1,17.13
88220,274,3,2023-09-03,0.09,Churned,2,17.71
88221,274,3,2023-09-10,0.14,Churned,1,12.43
88222,274,3,2023-09-13,0.1,Churned,2,25.59
88223,274,3,2023-09-19,0.2,Churned,1,2.99
88224,274,3,2023-09-25,0.16,Churned,3,30.33
88225,274,3,2023-09-29,0.21,Churned,1,11.28
88226,274,3,2023-10-05,0.17,Churned,3,24.26
88227,274,3,2023-10-09,0.13,Churned,2,19.03
88228,274,3,2023-10-12,0.09,Churned,2,25.47
88229,274,3,2023-10-19,0.19,Churned,1,5.33
88230,274,3,2023-10-24,0.15,Churned,3,29.04
88231,274,3,2023-10-28,0.11,Churned,2,26.74
88232,274,3,2023-11-02,0.07,Churned,2,16.79
88233,274,3,2023-11-08,0.03,Churned,2,29.36
88234,274,3,2023-11-13,0.01,Churned,2,14.42
88235,274,3,2023-11-19,0.06,Churned,1,10.09
88236,274,3,2023-11-24,0.02,Churned,3,21.74
88237,274,3,2023-11-28,0.01,Churned,3,22.93
88238,274,3,2023-12-03,0.01,Churned,3,35.37
88239,274,3,2023-12-07,0.11,Churned,1,5.25
88240,274,3,2023-12-13,0.21,Churned,1,7.17
88241,274,3,2023-12-20,0.17,Churned,2,22.66
88242,274,3,2023-12-27,0.13,Churned,3,26.53
88243,274,3,2023-12-31,0.09,Churned,2,13.21
88244,274,3,2024-01-06,0.05,Churned,3,39.86
88245,274,3,2024-01-12,0.01,Churned,2,15.04
88246,274,3,2024-01-15,0.06,Churned,1,18.44
88247,274,3,2024-01-18,0.02,Churned,3,37.16
88248,274,3,2024-01-23,0.01,Churned,2,29.65
88249,274,3,2024-01-26,0.11,Churned,1,8.65
88250,274,3,2024-02-02,0.07,Churned,2,29.37
88251,274,3,2024-02-06,0.03,Churned,2,14.15
88252,274,3,2024-02-11,0.01,Churned,2,17.91
88253,274,3,2024-02-18,0.01,Churned,2,20.41
88254,274,3,2024-02-23,0.01,Churned,3,26.8
88255,274,3,2024-02-26,0.11,Churned,1,0.06
88256,274,3,2024-03-01,0.21,Churned,1,1.06
88257,274,3,2024-03-06,0.17,Churned,2,20.2
88258,274,3,2024-03-12,0.13,Churned,2,18.33
88259,274,3,2024-03-19,0.09,Churned,3,36.99
88260,274,3,2024-03-25,0.05,Churned,3,23.24
88261,274,3,2024-03-30,0.01,Churned,3,20.77
88262,274,3,2024-04-02,0.01,Churned,3,23.61
88263,274,3,2024-04-07,0.11,Churned,1,7.36
88264,274,3,2024-04-10,0.21,Churned,1,1.9
88265,274,3,2024-04-17,0.17,Churned,2,10.27
88266,274,3,2024-04-22,0.13,Churned,2,23.15
88267,274,3,2024-04-27,0.09,Churned,3,36.17
88268,274,3,2024-05-03,0.05,Churned,2,25.87
88269,274,3,2024-05-09,0.01,Churned,3,28.78
88270,274,3,2024-05-13,0.01,Churned,2,26.31
88271,274,3,2024-05-16,0.01,Churned,2,28.98
88272,274,3,2024-05-22,0.01,Churned,3,37.74
88273,274,3,2024-05-29,0.11,Churned,1,7.35
88274,274,3,2024-06-03,0.07,Churned,3,21.56
88275,274,3,2024-06-10,0.03,Churned,2,20.41
88276,274,3,2024-06-17,0.01,Churned,3,21.4
88277,274,3,2024-06-22,0.06,Churned,1,10.16
88278,274,3,2024-06-27,0.02,Churned,2,25.73
88279,274,3,2024-07-03,0.12,Churned,1,2.46
88280,274,3,2024-07-06,0.08,Churned,3,37.93
88281,274,3,2024-07-10,0.04,Churned,3,38.13
88282,274,3,2024-07-17,0.14,Churned,1,7.17
88283,274,3,2024-07-22,0.1,Churned,2,26.98
88284,274,3,2024-07-27,0.06,Churned,2,23.52
88285,274,3,2024-07-31,0.02,Churned,3,37.94
88286,274,3,2024-08-04,0.01,Churned,3,30.47
88287,274,3,2024-08-10,0.01,Churned,2,24.24
88288,274,3,2024-08-13,0.06,Churned,1,16.43
88289,274,3,2024-08-17,0.02,Churned,3,26.0
88290,274,3,2024-08-22,0.01,Churned,3,36.24
88291,274,3,2024-08-27,0.06,Churned,1,18.2
88292,274,3,2024-08-30,0.02,Churned,3,30.32
88293,274,3,2024-09-03,0.01,Churned,3,39.35
88294,274,3,2024-09-10,0.01,Churned,3,35.19
88295,274,3,2024-09-14,0.01,Churned,3,21.71
88296,274,3,2024-09-18,0.01,Churned,3,25.05
88297,274,3,2024-09-24,0.01,Churned,3,22.48
88298,274,3,2024-09-28,0.11,Churned,1,3.08
88299,274,3,2024-10-04,0.07,Churned,2,11.91
88300,274,3,2024-10-09,0.03,Churned,2,17.26
88301,274,3,2024-10-12,0.01,Churned,3,30.09
88302,274,3,2024-10-15,0.11,Churned,1,7.81
88303,274,3,2024-10-20,0.21,Churned,1,5.74
88304,274,3,2024-10-23,0.17,Churned,2,23.02
88305,274,3,2024-10-28,0.27,Churned,1,2.83
88306,274,3,2024-11-02,0.23,Churned,2,28.53
88307,274,3,2024-11-05,0.19,Churned,2,26.66
88308,274,3,2024-11-10,0.15,Churned,2,10.7
88309,274,3,2024-11-17,0.11,Churned,2,13.93
88310,274,3,2024-11-22,0.07,Churned,2,14.01
88311,274,3,2024-11-28,0.03,Churned,2,12.78
88312,274,3,2024-12-02,0.01,Churned,3,23.9
88313,274,3,2024-12-06,0.01,Churned,2,13.3
88314,274,3,2024-12-09,0.01,Churned,3,20.84
88315,274,3,2024-12-12,0.01,Churned,2,28.69
88316,274,3,2024-12-15,0.01,Churned,2,14.01
88317,274,3,2024-12-18,0.06,Churned,1,15.39
88318,274,3,2024-12-23,0.11,Churned,1,11.04
88319,274,3,2024-12-28,0.07,Churned,3,21.38
88320,274,3,2024-12-31,0.03,Churned,2,22.1
88321,274,3,2025-01-05,0.01,Churned,3,34.25
88322,274,3,2025-01-09,0.06,Churned,1,14.46
88323,274,3,2025-01-14,0.02,Churned,3,24.32
88324,274,3,2025-01-19,0.01,Churned,2,26.49
88325,274,3,2025-01-23,0.06,Churned,1,10.21
88326,274,3,2025-01-26,0.16,Churned,1,6.18
88327,274,3,2025-01-31,0.21,Churned,1,17.56
88328,274,3,2025-02-05,0.17,Churned,2,15.83
88329,274,3,2025-02-09,0.27,Churned,1,4.6
88330,274,3,2025-02-16,0.23,Churned,2,19.65
88331,274,3,2025-02-21,0.28,Churned,1,17.21
88332,274,3,2025-02-26,0.53,Churned,0,0.0
88333,274,3,2025-03-02,0.63,Churned,1,1.59
88334,274,3,2025-03-09,0.73,Churned,1,2.61
88335,274,3,2025-03-15,0.83,Churned,1,4.34
88336,274,3,2025-03-19,0.93,Churned,1,8.99
88337,274,3,2025-03-23,0.95,Churned,0,0.0
88338,274,3,2025-03-28,0.95,Churned,1,6.52
88339,274,3,2025-03-31,0.95,Churned,1,15.81
88340,274,3,2025-04-06,0.95,Churned,1,1.4
88341,274,3,2025-04-09,0.95,Churned,1,10.28
88342,274,3,2025-04-15,0.95,Churned,0,0.0
88343,274,3,2025-04-22,0.95,Churned,0,0.0
88344,274,3,2025-04-25,0.95,Churned,1,12.66
88345,274,3,2025-05-01,0.95,Churned,1,3.13
88346,274,3,2025-05-07,0.95,Churned,0,0.0
88347,274,3,2025-05-12,0.95,Churned,0,0.0
88348,274,3,2025-05-17,0.95,Churned,1,5.87
88349,274,3,2025-05-24,0.95,Churned,1,6.02
88350,274,3,2025-05-29,0.95,Churned,0,0.0
88351,274,3,2025-06-01,0.95,Churned,0,0.0
88352,274,3,2025-06-08,0.95,Churned,0,0.0
88353,274,3,2025-06-14,0.95,Churned,1,6.98
88354,274,3,2025-06-19,0.95,Churned,0,0.0
88355,274,3,2025-06-22,0.95,Churned,0,0.0
88356,274,3,2025-06-28,0.95,Churned,0,0.0
88357,274,3,2025-07-04,0.95,Churned,0,0.0
88358,274,3,2025-07-10,0.95,Churned,0,0.0
88359,274,3,2025-07-13,0.95,Churned,0,0.0
88360,274,3,2025-07-16,0.95,Churned,1,13.82
88361,274,3,2025-07-20,0.95,Churned,1,16.63
88362,274,3,2025-07-27,0.95,Churned,0,0.0
88363,274,3,2025-08-01,0.95,Churned,1,12.79
88364,274,3,2025-08-04,0.95,Churned,0,0.0
88365,274,3,2025-08-11,0.95,Churned,1,7.28
88366,274,3,2025-08-15,0.95,Churned,0,0.0
88367,274,3,2025-08-22,0.95,Churned,0,0.0
88368,274,3,2025-08-25,0.95,Churned,1,17.59
88369,274,3,2025-08-31,0.95,Churned,1,2.29
88370,274,3,2025-09-05,0.95,Churned,0,0.0
88371,274,3,2025-09-10,0.95,Churned,1,9.26
88372,274,3,2025-09-13,0.95,Churned,0,0.0
88373,274,3,2025-09-17,0.95,Churned,0,0.0
88374,274,3,2025-09-23,0.95,Churned,0,0.0
88375,274,3,2025-09-26,0.95,Churned,1,10.83
88376,274,3,2025-09-29,0.95,Churned,0,0.0
88377,274,3,2025-10-04,0.95,Churned,0,0.0
88378,274,3,2025-10-10,0.95,Churned,1,16.11
88379,274,3,2025-10-15,0.95,Churned,1,11.73
88380,274,3,2025-10-21,0.95,Churned,1,8.61
88381,274,3,2025-10-25,0.95,Churned,0,0.0
88382,274,3,2025-10-29,0.95,Churned,0,0.0
88383,274,3,2025-11-02,0.95,Churned,1,5.39
88384,274,3,2025-11-05,0.95,Churned,0,0.0
88385,274,3,2025-11-09,0.95,Churned,1,9.54
88386,274,3,2025-11-15,0.95,Churned,1,15.31
88387,274,3,2025-11-19,0.95,Churned,0,0.0
88388,274,3,2025-11-23,0.95,Churned,0,0.0
88389,274,3,2025-11-28,0.95,Churned,1,2.23
88390,274,3,2025-12-04,0.95,Churned,0,0.0
88391,274,3,2025-12-09,0.95,Churned,1,11.19
88392,274,3,2025-12-14,0.95,Churned,1,1.45
88393,274,3,2025-12-18,0.95,Churned,0,0.0
88394,274,3,2025-12-25,0.95,Churned,1,17.87
88395,274,3,2025-12-31,0.95,Churned,0,0.0
88396,274,3,2026-01-07,0.95,Churned,1,14.96
88397,274,3,2026-01-10,0.95,Churned,1,1.85
88398,274,3,2026-01-17,0.95,Churned,1,14.68
88399,274,3,2026-01-24,0.95,Churned,1,5.77
88400,274,3,2026-01-27,0.95,Churned,0,0.0
88401,274,3,2026-02-03,0.95,Churned,1,3.12
88402,274,3,2026-02-09,0.95,Churned,0,0.0
88403,274,3,2026-02-15,0.95,Churned,0,0.0
88404,274,3,2026-02-18,0.95,Churned,1,12.02
88405,274,3,2026-02-23,0.95,Churned,1,18.45
88406,274,3,2026-03-02,0.95,Churned,0,0.0
88407,274,3,2026-03-08,0.95,Churned,1,7.49
88408,274,3,2026-03-15,0.95,Churned,0,0.0
88409,274,3,2026-03-21,0.95,Churned,0,0.0
88410,274,3,2026-03-26,0.95,Churned,0,0.0
88411,274,3,2026-03-29,0.95,Churned,1,10.86
88412,274,3,2026-04-05,0.95,Churned,0,0.0
88413,274,3,2026-04-12,0.95,Churned,0,0.0
88414,274,3,2026-04-19,0.95,Churned,1,3.11
88415,274,3,2026-04-23,0.95,Churned,0,0.0
88416,274,3,2026-04-29,0.95,Churned,0,0.0
88417,274,3,2026-05-04,0.95,Churned,1,0.87
88418,274,3,2026-05-07,0.95,Churned,1,13.82
88419,274,3,2026-05-14,0.95,Churned,1,14.12
88420,274,3,2026-05-20,0.95,Churned,0,0.0
88421,274,3,2026-05-26,0.95,Churned,0,0.0
88422,274,3,2026-06-01,0.95,Churned,0,0.0
88423,274,3,2026-06-07,0.95,Churned,0,0.0
88424,274,3,2026-06-10,0.95,Churned,1,3.13
88425,274,3,2026-06-14,0.95,Churned,0,0.0
88426,274,3,2026-06-19,0.95,Churned,1,8.05
88427,274,3,2026-06-22,0.95,Churned,0,0.0
88428,274,3,2026-06-25,0.95,Churned,1,3.6
88429,275,3,2023-10-04,0.01,Active,4,109.95
88430,275,3,2023-10-08,0.01,Active,5,134.62
88431,275,3,2023-10-11,0.01,Active,4,93.63
88432,275,3,2023-10-16,0.01,Active,2,51.48
88433,275,3,2023-10-21,0.01,Active,7,168.24
88434,275,3,2023-10-26,0.06,Active,1,22.52
88435,275,3,2023-11-01,0.01,Active,4,97.37
88436,275,3,2023-11-06,0.01,Active,4,101.03
88437,275,3,2023-11-12,0.01,Active,5,117.97
88438,275,3,2023-11-19,0.01,Active,3,71.35
88439,275,3,2023-11-25,0.01,Active,4,104.68
88440,275,3,2023-11-28,0.01,Active,5,129.92
88441,275,3,2023-12-03,0.01,Active,4,107.96
88442,275,3,2023-12-06,0.01,Active,5,128.46
88443,275,3,2023-12-09,0.01,Active,6,149.25
88444,275,3,2023-12-13,0.01,Active,5,116.66
88445,275,3,2023-12-20,0.01,Active,4,96.66
88446,275,3,2023-12-23,0.01,Active,4,109.86
88447,275,3,2023-12-29,0.01,Active,3,77.13
88448,275,3,2024-01-03,0.01,Active,5,118.95
88449,275,3,2024-01-10,0.01,Active,7,178.41
88450,275,3,2024-01-16,0.01,Active,2,44.01
88451,275,3,2024-01-22,0.01,Active,3,75.32
88452,275,3,2024-01-27,0.01,Active,4,92.76
88453,275,3,2024-01-30,0.01,Active,6,156.94
88454,275,3,2024-02-04,0.01,Active,4,103.01
88455,275,3,2024-02-07,0.01,Active,4,105.55
88456,275,3,2024-02-12,0.01,Active,5,130.97
88457,275,3,2024-02-16,0.01,Active,6,146.57
88458,275,3,2024-02-22,0.01,Active,6,146.71
88459,275,3,2024-02-26,0.01,Active,6,140.34
88460,275,3,2024-03-04,0.01,Active,3,69.01
88461,275,3,2024-03-09,0.01,Active,3,74.71
88462,275,3,2024-03-14,0.06,Active,1,29.29
88463,275,3,2024-03-20,0.01,Active,4,104.68
88464,275,3,2024-03-23,0.01,Active,3,82.4
88465,275,3,2024-03-30,0.01,Active,6,149.56
88466,275,3,2024-04-05,0.01,Active,2,59.18
88467,275,3,2024-04-08,0.01,Active,5,119.18
88468,275,3,2024-04-12,0.01,Active,5,130.27
88469,275,3,2024-04-15,0.01,Active,5,133.72
88470,275,3,2024-04-22,0.06,Active,1,16.8
88471,275,3,2024-04-25,0.01,Active,3,84.75
88472,275,3,2024-04-28,0.01,Active,2,53.32
88473,275,3,2024-05-04,0.01,Active,7,166.34
88474,275,3,2024-05-10,0.01,Active,4,98.15
88475,275,3,2024-05-13,0.01,Active,6,153.2
88476,275,3,2024-05-17,0.01,Active,6,151.09
88477,275,3,2024-05-24,0.01,Active,6,155.67
88478,275,3,2024-05-31,0.01,Active,4,96.23
88479,275,3,2024-06-04,0.06,Active,1,26.56
88480,275,3,2024-06-10,0.01,Active,3,83.98
88481,275,3,2024-06-16,0.01,Active,3,72.07
88482,275,3,2024-06-21,0.01,Active,7,168.26
88483,275,3,2024-06-28,0.01,Active,2,54.32
88484,275,3,2024-07-03,0.01,Active,4,105.4
88485,275,3,2024-07-07,0.01,Active,5,129.85
88486,275,3,2024-07-13,0.01,Active,5,121.22
88487,275,3,2024-07-18,0.01,Active,6,152.67
88488,275,3,2024-07-21,0.01,Active,3,84.69
88489,275,3,2024-07-26,0.01,Active,2,44.09
88490,275,3,2024-08-02,0.01,Active,3,72.61
88491,275,3,2024-08-07,0.01,Active,5,115.27
88492,275,3,2024-08-14,0.01,Active,3,81.29
88493,275,3,2024-08-17,0.01,Active,5,116.19
88494,275,3,2024-08-20,0.01,Active,6,154.99
88495,275,3,2024-08-27,0.01,Active,5,117.15
88496,275,3,2024-08-30,0.01,Active,6,143.08
88497,275,3,2024-09-04,0.01,Active,4,93.7
88498,275,3,2024-09-08,0.01,Active,3,76.14
88499,275,3,2024-09-15,0.06,Active,1,18.67
88500,275,3,2024-09-19,0.01,Active,3,72.87
88501,275,3,2024-09-25,0.01,Active,3,80.23
88502,275,3,2024-10-01,0.01,Active,6,143.96
88503,275,3,2024-10-04,0.01,Active,6,151.39
88504,275,3,2024-10-11,0.01,Active,6,152.54
88505,275,3,2024-10-17,0.01,Active,3,84.86
88506,275,3,2024-10-22,0.01,Active,4,100.91
88507,275,3,2024-10-28,0.01,Active,3,72.78
88508,275,3,2024-11-03,0.01,Active,2,49.51
88509,275,3,2024-11-10,0.01,Active,4,101.8
88510,275,3,2024-11-13,0.01,Active,6,152.26
88511,275,3,2024-11-16,0.01,Active,3,84.31
88512,275,3,2024-11-19,0.06,Active,1,25.32
88513,275,3,2024-11-24,0.01,Active,7,171.89
88514,275,3,2024-11-29,0.01,Active,4,97.05
88515,275,3,2024-12-04,0.01,Active,5,119.68
88516,275,3,2024-12-07,0.01,Active,6,147.97
88517,275,3,2024-12-10,0.01,Active,3,71.59
88518,275,3,2024-12-13,0.01,Active,4,98.74
88519,275,3,2024-12-17,0.01,Active,5,128.66
88520,275,3,2024-12-20,0.01,Active,3,80.28
88521,275,3,2024-12-25,0.01,Active,3,70.28
88522,275,3,2024-12-30,0.01,Active,6,147.12
88523,275,3,2025-01-03,0.06,Active,1,16.12
88524,275,3,2025-01-06,0.01,Active,6,141.18
88525,275,3,2025-01-09,0.01,Active,6,152.44
88526,275,3,2025-01-12,0.01,Active,5,133.43
88527,275,3,2025-01-17,0.01,Active,4,106.4
88528,275,3,2025-01-21,0.01,Active,7,181.3
88529,275,3,2025-01-28,0.01,Active,5,120.2
88530,275,3,2025-02-01,0.01,Active,5,129.22
88531,275,3,2025-02-04,0.01,Active,3,82.8
88532,275,3,2025-02-11,0.01,Active,7,172.01
88533,275,3,2025-02-17,0.01,Active,2,57.77
88534,275,3,2025-02-23,0.01,Active,5,128.86
88535,275,3,2025-02-26,0.01,Active,5,132.28
88536,275,3,2025-03-04,0.01,Active,2,47.31
88537,275,3,2025-03-08,0.01,Active,7,170.71
88538,275,3,2025-03-13,0.01,Active,5,118.92
88539,275,3,2025-03-19,0.01,Active,6,148.42
88540,275,3,2025-03-22,0.01,Active,4,106.33
88541,275,3,2025-03-26,0.01,Active,6,150.8
88542,275,3,2025-03-30,0.01,Active,3,78.92
88543,275,3,2025-04-06,0.01,Active,5,124.93
88544,275,3,2025-04-09,0.01,Active,3,75.49
88545,275,3,2025-04-12,0.01,Active,3,74.33
88546,275,3,2025-04-16,0.01,Active,3,71.13
88547,275,3,2025-04-21,0.01,Active,6,159.0
88548,275,3,2025-04-27,0.01,Active,3,68.1
88549,275,3,2025-05-02,0.01,Active,7,180.19
88550,275,3,2025-05-05,0.06,Active,1,20.47
88551,275,3,2025-05-08,0.01,Active,7,182.28
88552,275,3,2025-05-13,0.01,Active,5,132.7
88553,275,3,2025-05-19,0.01,Active,4,97.14
88554,275,3,2025-05-25,0.01,Active,3,73.58
88555,275,3,2025-05-28,0.01,Active,2,45.19
88556,275,3,2025-06-03,0.01,Active,4,108.27
88557,275,3,2025-06-09,0.01,Active,7,174.12
88558,275,3,2025-06-13,0.01,Active,5,130.01
88559,275,3,2025-06-18,0.01,Active,7,182.78
88560,275,3,2025-06-24,0.01,Active,5,119.35
88561,275,3,2025-07-01,0.01,Active,5,127.73
88562,275,3,2025-07-05,0.01,Active,6,151.21
88563,275,3,2025-07-10,0.06,Active,1,18.0
88564,275,3,2025-07-13,0.11,Active,1,29.36
88565,275,3,2025-07-19,0.01,Active,4,95.33
88566,275,3,2025-07-26,0.01,Active,4,95.42
88567,275,3,2025-07-29,0.01,Active,3,76.76
88568,275,3,2025-08-03,0.01,Active,3,77.63
88569,275,3,2025-08-07,0.01,Active,5,116.65
88570,275,3,2025-08-14,0.01,Active,3,81.18
88571,275,3,2025-08-20,0.01,Active,3,65.49
88572,275,3,2025-08-25,0.01,Active,5,124.51
